Date,Open,High,Low,Close,Adj Close,Volume
7/10/2018,24806.9707,24945.38086,24806.9707,24919.66016,24919.66016,235040000
7/11/2018,24789.48047,24815.16016,24663.82031,24700.44922,24700.44922,237370000
7/12/2018,24802.90039,24939.9707,24802.90039,24924.89063,24924.89063,233150000
7/13/2018,24926.07031,25043.21094,24890.06055,25019.41016,25019.41016,255520000
7/16/2018,25025.58008,25072.41016,24979.64063,25064.35938,25064.35938,231270000
7/17/2018,25033.91992,25155.39063,24989.60938,25119.89063,25119.89063,250450000
7/18/2018,25133.78906,25215.32031,25101.11914,25199.28906,25199.28906,252870000
7/19/2018,25139.15039,25154.16992,25052.61914,25064.5,25064.5,285760000
7/20/2018,25041.14063,25124.09961,24986.34961,25058.11914,25058.11914,274080000
7/23/2018,25036.90039,25081.44922,24983.33008,25044.28906,25044.28906,228820000
7/24/2018,25092.42969,25286.61914,25092.42969,25241.93945,25241.93945,274940000
7/25/2018,25183.69922,25432.86914,25113.55078,25414.09961,25414.09961,273670000
7/26/2018,25468.55078,25587.24023,25463.16016,25527.07031,25527.07031,297530000
7/27/2018,25520.51953,25580.2207,25370.07031,25451.06055,25451.06055,329680000
7/30/2018,25439.32031,25500.16016,25287.38086,25306.83008,25306.83008,296880000
7/31/2018,25345.21094,25490.98047,25345.21094,25415.18945,25415.18945,348700000
8/1/2018,25461.63086,25488.80078,25278.32031,25333.82031,25333.82031,315880000
8/2/2018,25256.44922,25360.48047,25120.07031,25326.16016,25326.16016,307700000
8/3/2018,25360.36914,25467.90039,25325.16992,25462.58008,25462.58008,239020000
8/6/2018,25437.42969,25540.01953,25381.38086,25502.17969,25502.17969,238990000
8/7/2018,25551.65039,25692.7207,25551.65039,25628.91016,25628.91016,239910000
8/8/2018,25615.7207,25634.10938,25557.48047,25583.75,25583.75,217770000
8/9/2018,25589.78906,25613.31055,25492.68945,25509.23047,25509.23047,214970000
8/10/2018,25401.18945,25401.18945,25222.88086,25313.14063,25313.14063,234480000
8/13/2018,25327.18945,25381.39063,25153.92969,25187.69922,25187.69922,219990000
8/14/2018,25215.68945,25339.50977,25201.86914,25299.91992,25299.91992,219210000
8/15/2018,25235.36914,25235.36914,24965.76953,25162.41016,25162.41016,295810000
8/16/2018,25294.9707,25607.33984,25294.9707,25558.73047,25558.73047,342430000
8/17/2018,25550.80078,25728.16016,25521.66016,25669.32031,25669.32031,284160000
8/20/2018,25727.69922,25790.16992,25716.41016,25758.68945,25758.68945,248570000
8/21/2018,25786.99023,25888.82031,25784.90039,25822.28906,25822.28906,241620000
8/22/2018,25825.06055,25836.16016,25722.42969,25733.59961,25733.59961,200480000
8/23/2018,25714.85938,25762.56055,25608.01953,25656.98047,25656.98047,213270000
8/24/2018,25688.58008,25826.05078,25688.58008,25790.34961,25790.34961,200330000
8/27/2018,25882.71094,26067.57031,25882.71094,26049.64063,26049.64063,220510000
8/28/2018,26092.69922,26122.24023,26037.84961,26064.01953,26064.01953,211470000
8/29/2018,26082.5293,26167.93945,26035.30078,26124.57031,26124.57031,214960000
8/30/2018,26099.00977,26104.36914,25934.80078,25986.91992,25986.91992,240440000
8/31/2018,25964.84961,26028.83008,25879.76953,25964.82031,25964.82031,273440000
9/4/2018,25916.07031,25971.76953,25805.94922,25952.48047,25952.48047,254600000
9/5/2018,25919.83984,26011.2207,25871.03906,25974.99023,25974.99023,289210000
9/6/2018,25973.01953,26073.67969,25880.83984,25995.86914,25995.86914,262380000
9/7/2018,25951.01953,26002.99023,25818.39063,25916.53906,25916.53906,281350000
9/10/2018,25991.91016,26039.96094,25854.13086,25857.07031,25857.07031,252170000
9/11/2018,25841.14063,26019.91992,25754.32031,25971.06055,25971.06055,265960000
9/12/2018,25989.07031,26145.7207,25929.42969,25998.91992,25998.91992,282770000
9/13/2018,26083.93945,26191.64063,26067.08008,26145.99023,26145.99023,260800000
9/14/2018,26169.56055,26211.10938,26068.28906,26154.66992,26154.66992,228640000
9/17/2018,26151.66016,26184.4707,26030.34961,26062.11914,26062.11914,230230000
9/18/2018,26076.21094,26317.33984,26076.21094,26246.96094,26246.96094,243000000
9/19/2018,26287.83984,26464.41016,26280.75977,26405.75977,26405.75977,251330000
9/20/2018,26519.39063,26697.49023,26519.39063,26656.98047,26656.98047,260480000
9/21/2018,26726.25,26769.16016,26680.36914,26743.5,26743.5,657620000
9/24/2018,26705.25,26709.93945,26548.67969,26562.05078,26562.05078,254850000
9/25/2018,26601.58008,26634.84961,26475.58008,26492.21094,26492.21094,234110000
9/26/2018,26536.85938,26606.08984,26349.33984,26385.2793,26385.2793,262620000
9/27/2018,26418.26953,26557.00977,26379.94922,26439.92969,26439.92969,226350000
9/28/2018,26407.66016,26515.75977,26383.57031,26458.31055,26458.31055,264030000
10/1/2018,26598.35938,26737.98047,26596.05078,26651.21094,26651.21094,238320000
10/2/2018,26648.91016,26824.7793,26627.66016,26773.93945,26773.93945,258290000
10/3/2018,26833.4707,26951.81055,26789.08008,26828.39063,26828.39063,280130000
10/4/2018,26784.08008,26793.82031,26471.60938,26627.48047,26627.48047,289600000
10/5/2018,26632.76953,26676.16016,26301.81055,26447.05078,26447.05078,267100000
10/8/2018,26399.44922,26529.34961,26223.08984,26486.7793,26486.7793,273020000
10/9/2018,26469.18945,26539.93945,26324.16016,26430.57031,26430.57031,282560000
10/10/2018,26441.73047,26487.86914,25567.09961,25598.74023,25598.74023,438200000
10/11/2018,25518.39063,25683.64063,24899.76953,25052.83008,25052.83008,522880000
10/12/2018,25407.63086,25467.55078,25000.83008,25339.99023,25339.99023,397510000
10/15/2018,25332.46094,25482.41992,25243.88086,25250.55078,25250.55078,287320000
10/16/2018,25351.5293,25817.67969,25351.5293,25798.41992,25798.41992,305800000
10/17/2018,25705.86914,25810.08984,25479.16016,25706.67969,25706.67969,298210000
10/18/2018,25645.56055,25691.46094,25236.00977,25379.44922,25379.44922,328020000
10/19/2018,25421.08984,25608.71094,25350.01953,25444.33984,25444.33984,350810000
10/22/2018,25492.14063,25561.33984,25236.05078,25317.41016,25317.41016,314940000
10/23/2018,25038.46094,25307.69922,24768.78906,25191.42969,25191.42969,436430000
10/24/2018,25172.88086,25306.23047,24533.18945,24583.41992,24583.41992,496400000
10/25/2018,24736.53906,25104.28906,24645.56055,24984.55078,24984.55078,439670000
10/26/2018,24770.25,24916.16016,24445.18945,24688.31055,24688.31055,505310000
10/29/2018,24818.98047,25040.58008,24122.23047,24442.91992,24442.91992,443850000
10/30/2018,24482.03906,24906.67969,24415.68945,24874.64063,24874.64063,470050000
10/31/2018,25008.82031,25336.55078,25008.82031,25115.75977,25115.75977,448930000
